type,id,attributes,relationships
Extracted_Info,5360133c-6f45-4e2e-afd0-ea60723db0a3,"{'classification': 'text', 'page_num': 1, 'par_num': 1, 'doc_text': 'The phase and group velocity surfaces are essential for wave propagation in anisotropic media. These surfaces have certain features that, especially, for shear waves result in complications for modelling and inversion of recorded wavefields. To analyse wave propagation in an anisotropic model, it is important to identify these features in both the phase and group domains. We propose few characteristics for this analysis: the energy flux angle, decomposed in the polar and azimuth angle correction angles and enhancement factor, which is able to characterize both singularity points and triplication zones. The very simple equation that controls the triplications is derived in the phase domain. The proposed characteristics are illustrated for elastic and acoustic anisotropic models of different symmetry classes.', 'doc_text_translated': None, 'translations': {}, 'other_tags': None, 'bbox': {}, 'remarks': {'TITLE': 'Geometrical characteristics of phase and group velocity surfaces in anisotropic media', 'CONFERENCE_NAME': 'N/A', 'CONFERENCE_LOCATION': 'N/A'}, 'is_cli': False, 'created_at': '2021-06-07T23:13:52.459347', 'updated_at': '2021-06-07T23:13:52.459356'}","{'pdf_file': {'data': None}, 'file': {'data': {'type': 'Files', 'id': '751545cd-a6ef-4043-80b7-f73fd93efbdb'}}}"
Extracted_Info,ed9f7bf2-0d84-4f35-a5d2-5d5435369c42,"{'classification': 'text', 'page_num': 1, 'par_num': 1, 'doc_text': 'Optimized experimental design aims at reducing the cost of a seismic survey by identifying the optimal locations and amounts of sources and receivers. While the acquisition design in the context of seismic imaging applies criteria like fold, offset and spatial sampling, different attributes such as the sensitivity kernels are more relevant for seismic full waveform inversion. An ideal measure to quantify the goodness of an acquisition design relies on the eigenvalue spectrum of the approximate Hessian matrix, but this technique is computationally too expensive for practical use. A more affordable goodness measure has been proposed in the past, but we demonstrate that this measure is inappropriate for target‐oriented optimized experimental design. To address those issues, we derived a sequential receiver‐based procedure using a goodness measure based on the determinant of the approximate Hessian matrix. We show with numerical tests that it efficiently provides an optimized design for target‐oriented as well as for extensive full waveform inversion. This design allows a better reconstruction of the subsurface than an evenly spaced acquisition geometry. Furthermore, the optimization algorithm itself can easily be parallelized, therefore making it attractive for applications to large‐scale three‐dimensional surveys. In addition, our algorithm is able to incorporate variable costs, representing any kind of acquisition‐related costs, for every individual source location. The combined optimization with respect to the information content of sources and to the true cost will allow a more comprehensive and realistic survey planning and has a high potential for further\xa0applications.', 'doc_text_translated': None, 'translations': {}, 'other_tags': None, 'bbox': {}, 'remarks': {'TITLE': 'Optimized experimental design for seismic full waveform inversion: A computationally efficient method including a flexible implementation of acquisition costs', 'CONFERENCE_NAME': 'N/A', 'CONFERENCE_LOCATION': 'N/A'}, 'is_cli': False, 'created_at': '2021-06-07T23:13:52.404495', 'updated_at': '2021-06-07T23:13:52.404506'}","{'pdf_file': {'data': None}, 'file': {'data': {'type': 'Files', 'id': '94cbec90-948d-4f96-8e85-726a97ef035e'}}}"
Extracted_Info,e7983b59-7b98-474b-8441-e55d621e4d6b,"{'classification': 'text', 'page_num': 1, 'par_num': 1, 'doc_text': 'No Summary.', 'doc_text_translated': None, 'translations': {}, 'other_tags': None, 'bbox': {}, 'remarks': {'TITLE': 'Analysis of Near-Shore Investigation Data for a Wind Farm Project in Southern Vietnam', 'CONFERENCE_NAME': '3rd Asia Pacific Meeting on Near Surface Geoscience & Engineering', 'CONFERENCE_LOCATION': 'Chiang Mai, Thailand'}, 'is_cli': False, 'created_at': '2021-06-07T23:13:52.338412', 'updated_at': '2021-06-07T23:13:52.338423'}","{'pdf_file': {'data': None}, 'file': {'data': {'type': 'Files', 'id': 'fadaab9b-45d4-4844-bd3c-ba4f1b16a2b1'}}}"
Extracted_Info,d447dc5e-0e04-4bfb-b8f4-1e73a898551a,"{'classification': 'text', 'page_num': 1, 'par_num': 1, 'doc_text': 'This paper presents results of a landslide investigation undertaken at the old landslide site along a major highway in South East Queensland, Australia. The purpose of this investigation was to understand the extent and mechanism of slope failures and to gain geological and geotechnical information that will support the design of required long-term landslide remediation works.', 'doc_text_translated': None, 'translations': {}, 'other_tags': None, 'bbox': {}, 'remarks': {'TITLE': 'Landslide Investigation using Borehole and Multi-channel Analysis of Surface Waves (MASW) Techniques', 'CONFERENCE_NAME': '3rd Asia Pacific Meeting on Near Surface Geoscience & Engineering', 'CONFERENCE_LOCATION': 'Chiang Mai, Thailand'}, 'is_cli': False, 'created_at': '2021-06-07T23:13:52.277853', 'updated_at': '2021-06-07T23:13:52.277864'}","{'pdf_file': {'data': None}, 'file': {'data': {'type': 'Files', 'id': '45a10b13-d1ab-485a-973f-da649567d5d7'}}}"
Extracted_Info,c8723574-d472-481b-ab45-0619cdc75c5b,"{'classification': 'text', 'page_num': 1, 'par_num': 1, 'doc_text': 'Development project at hilly area include the limestone hill need input from geoscientist. The geomapping parameter will provide the information regarding the slope stability and rock fall aspect.', 'doc_text_translated': None, 'translations': {}, 'other_tags': None, 'bbox': {}, 'remarks': {'TITLE': 'Demarcation of Safety Zones for Development at Karst Environment: A Case Study at Gunung Puah, Kinta, Perak, Malaysia', 'CONFERENCE_NAME': '3rd Asia Pacific Meeting on Near Surface Geoscience & Engineering', 'CONFERENCE_LOCATION': 'Chiang Mai, Thailand'}, 'is_cli': False, 'created_at': '2021-06-07T23:13:52.222960', 'updated_at': '2021-06-07T23:13:52.222990'}","{'pdf_file': {'data': None}, 'file': {'data': {'type': 'Files', 'id': '979c7c81-2979-4b81-8bf6-531623c23bd5'}}}"
Extracted_Info,91e2d3f3-0b2d-47b9-ad31-860643045357,"{'classification': 'text', 'page_num': 1, 'par_num': 1, 'doc_text': 'In analog to oil reservoir monitoring and management, time-lapse geophysical monitoring can also be used for evaluation of fracture development and overburden rock formation change during coal mining. This can complement the discrete point measurements of geotechnical monitoring technologies. As a demonstration, time-lapse crosshole electrical resistivity tomographic (ERT) surveys were conducted at Zhuji Coal Mine in Huainan, China. The observed resistivity changes, which occur at different stage of mining, reflect the change in strata porosity and ground water movement associated with the mining induced fracture development and are consistent with the observed stress and ground water pressure variations. This clearly illustrates that time-lapse ERT imaging could be used for characterizing longwall caving effects and for defining the caving, fracture and subsidence zones of the overburden.', 'doc_text_translated': None, 'translations': {}, 'other_tags': None, 'bbox': {}, 'remarks': {'TITLE': '«3rd Asia Pacific Meeting on Near Surface Geoscience & Engineering-Session 13: Electric Resistivity IIII-45» Longwall Caving Assessment through Time-lapse Crosshole Electrical Resistivity Tomographic Imaging', 'CONFERENCE_NAME': '3rd Asia Pacific Meeting on Near Surface Geoscience & Engineering', 'CONFERENCE_LOCATION': 'Chiang Mai, Thailand'}, 'is_cli': False, 'created_at': '2021-06-07T23:13:52.158938', 'updated_at': '2021-06-07T23:13:52.158949'}","{'pdf_file': {'data': None}, 'file': {'data': {'type': 'Files', 'id': '27949c97-f1b4-4950-96b9-9ef438487425'}}}"
Extracted_Info,81655aac-a56d-48ae-b6ee-4f2560f6f524,"{'classification': 'text', 'page_num': 1, 'par_num': 1, 'doc_text': 'Summary not available', 'doc_text_translated': None, 'translations': {}, 'other_tags': None, 'bbox': {}, 'remarks': {'TITLE': 'Seismo-Stratigraphic Interpretation and Basin Modeling of the Southern Brazilian Margin', 'CONFERENCE_NAME': '71st EAGE Conference and Exhibition - Student Programme Poster Abstracts', 'CONFERENCE_LOCATION': 'Amsterdam, Netherlands'}, 'is_cli': False, 'created_at': '2021-06-07T23:13:52.095036', 'updated_at': '2021-06-07T23:13:52.095048'}","{'pdf_file': {'data': None}, 'file': {'data': {'type': 'Files', 'id': 'fd7b6345-45be-424a-8c5e-5fa32a576a9c'}}}"
Extracted_Info,755a90f9-fc39-4c18-94ec-41a4168a4b8d,"{'classification': 'text', 'page_num': 1, 'par_num': 1, 'doc_text': 'In complex land areas with rugged topography, seismic imaging alternatives are usually limited to Kirchhoff prestack time and depth migration, often used in combination with refraction and reflection tomography. This is not the case for marine data, where wave-equation and reverse-time migrations have become the norm; nor is it the case for some land areas in the Middle East, for which high-density, wide-azimuth acquisition geometries allow the use of advanced imaging methods. Why the discrepancy? The reason is partly a difference in data quality (extremely noisy data will possibly defeat attempts at advanced imaging), and partly a difference in acquisition parameters, which themselves are often influenced by anticipated data quality (inadequately sampled data will certainly defeat attempts at advanced imaging). In this paper, we address the problem of spatial sampling for noise attenuation, Kirchhoff and more advanced imaging, and velocity estimation, and we point out the mismatch between the theoretical sampling requirements for advanced imaging and the realities of present-day land acquisition in rugged areas. Perhaps we cannot always achieve a sufficiently well sampled data volume for wave-equation migration by acquisition and seismic data interpolation in rugged areas.  Nevertheless, we suggest that moving towards the goal of adequate sampling whenever possible (for example, using denser receiver grids with existing source grid spacing and lower effort per source) will improve our images even when we use standard imaging methods.', 'doc_text_translated': None, 'translations': {}, 'other_tags': None, 'bbox': {}, 'remarks': {'TITLE': 'Keynote Presentation - Spatial Sampling for Seismic Imaging in Complex Areas', 'CONFERENCE_NAME': 'First EAGE/ACGGP Latin American Geophysics Workshop', 'CONFERENCE_LOCATION': 'Cartagena, Colombia'}, 'is_cli': False, 'created_at': '2021-06-07T23:13:52.042299', 'updated_at': '2021-06-07T23:13:52.042312'}","{'pdf_file': {'data': None}, 'file': {'data': {'type': 'Files', 'id': '2e92e52b-4d67-4c66-a73a-4a7b32d0a454'}}}"
Extracted_Info,ba6d8954-56c6-4ba8-a076-e9d63cc5ecb4,"{'classification': 'text', 'page_num': 1, 'par_num': 1, 'doc_text': 'After the synthetic data inversion examples, real 3D data sets have been undertaken by the industry for the last several years.  As field data is dominated with P waves, one feasible approach is to use the acoustic approximation.  The full waveform inversion (FWI) determines parameters related to the acoustic wave equation but mostly velocities by minimizing the misfit between the observed data and the model data.  It has shown tremendous potential especially in 3D wide offset acquisitions.  The technique had been used mostly with marine data acquisition. This includes wide azimuth streamer, ocean bottom surveys geometry where the advantage of FWI has convinced the oil industry to pay close attention to the technology and apply it in complex geological settings. In this paper we demonstrate that FWI has its place using land types of shooting geometry in order to derive velocity fields especially for depth imaging .', 'doc_text_translated': None, 'translations': {}, 'other_tags': None, 'bbox': {}, 'remarks': {'TITLE': 'Velocity Determination for Land Data by Full Waveform Inversion', 'CONFERENCE_NAME': 'First EAGE/ACGGP Latin American Geophysics Workshop', 'CONFERENCE_LOCATION': 'Cartagena, Colombia'}, 'is_cli': False, 'created_at': '2021-06-07T23:13:51.975415', 'updated_at': '2021-06-07T23:13:51.975424'}","{'pdf_file': {'data': None}, 'file': {'data': {'type': 'Files', 'id': '00ece60e-e61b-4796-95db-79fdd51cb7b3'}}}"
Extracted_Info,b46a0afd-ba90-437a-8a0e-dbdc1f632b26,"{'classification': 'text', 'page_num': 1, 'par_num': 1, 'doc_text': 'Expressions have been derived for the decomposition of multi-component seismic recordings into up- and downgoing constituents. However, these expressions contain singularities at critical angles and can be sensitive for noise. By interpreting wavefield decomposition as an inverse problem and imposing constraints on the sparseness of the solution, we arrive at a robust formalism that can be applied to noisy data. The method is demonstrated on synthetic data with multi-component receivers in a horizontal borehole, but can also be applied for different configurations, including OBC and dual-sensor streamers.', 'doc_text_translated': None, 'translations': {}, 'other_tags': None, 'bbox': {}, 'remarks': {'TITLE': 'Up/Down Wavefield Decomposition by Sparse Inversion', 'CONFERENCE_NAME': '74th EAGE Conference and Exhibition incorporating EUROPEC 2012', 'CONFERENCE_LOCATION': 'Copenhagen, Denmark'}, 'is_cli': False, 'created_at': '2021-06-07T23:13:51.921985', 'updated_at': '2021-06-07T23:13:51.922007'}","{'pdf_file': {'data': None}, 'file': {'data': {'type': 'Files', 'id': 'f52f88d3-4b95-4400-8c40-b0d406d68165'}}}"
